product_name,metric_type,period,value,unit,description,source_title,source_url,source_date
프리미엄 동원참치액 500g,시장규모(소매),2023년,약 530,억원,국내 참치액 소매시장 규모(닐슨아이큐코리아 인용),'동원참치액' 3종 출시 보도자료(닐슨 데이터 인용),https://media.dongwon.com/post/1867,2024-04-08
프리미엄 동원참치액 500g,시장 성장,2019→2021→2023,125→255→527,억원,국내 참치액 시장 성장 경로,매일 들어오는 참치 170t… 참치액 시장 급성장,https://economychosun.com/site/data/html_dir/2024/05/24/2024052400027.html,2024-05-27
프리미엄 동원참치액 500g,브랜드 매출 성장,2024년,전년 대비 50%+,,'동원 참치액' 2024년 매출 50% 이상 증가,한 숟갈 가루로 셰프가… '동원 참치다시' 기사 내 언급,https://www.hankyung.com/article/2025021296551,2025-02-12
프리미엄 동원참치액 900g,시장규모(소매),2023년,약 530,억원,국내 참치액 소매시장 규모(닐슨아이큐코리아 인용),'동원참치액' 3종 출시 보도자료(닐슨 데이터 인용),https://media.dongwon.com/post/1867,2024-04-08
프리미엄 동원참치액 900g,시장 성장,2019→2021→2023,125→255→527,억원,국내 참치액 시장 성장 경로,매일 들어오는 참치 170t… 참치액 시장 급성장,https://economychosun.com/site/data/html_dir/2024/05/24/2024052400027.html,2024-05-27
프리미엄 동원참치액 900g,브랜드 매출 성장,2024년,전년 대비 50%+,,'동원 참치액' 2024년 매출 50% 이상 증가,한 숟갈 가루로 셰프가… '동원 참치다시' 기사 내 언급,https://www.hankyung.com/article/2025021296551,2025-02-12
리챔 오믈레햄 200g,런칭,출시,,,복합 캔햄 '리챔 오믈레햄' 출시 기사,오믈렛·햄 한캔에 담은 '리챔 오믈레햄' 출시,https://www.smarttoday.co.kr/news/articleView.html?idxno=81510,2025-05-22
리챔 오믈레햄 200g,브랜드 매출(연간),최근 연간,2000+,억원,리챔 브랜드 연간 매출 2000억원+ 수준,"동원F&B, 나트륨 낮춘 '리챔'… 스팸 아성 도전",https://www.newsis.com/view/NISX20240314_0002660985,2024-03-14
리챔 오믈레햄 200g,브랜드 누적,~2024년,매출 1.5조 / 판매 7억캔,,리챔 브랜드 누적 매출/판매량,동원F&B '리챔 더블라이트' 관련 기사,https://www.topdaily.kr/articles/100183,2024-11-28
리챔 오믈레햄 340g,런칭,출시,,,복합 캔햄 '리챔 오믈레햄' 출시 기사,오믈렛·햄 한캔에 담은 '리챔 오믈레햄' 출시,https://www.smarttoday.co.kr/news/articleView.html?idxno=81510,2025-05-22
리챔 오믈레햄 340g,브랜드 매출(연간),최근 연간,2000+,억원,리챔 브랜드 연간 매출 2000억원+ 수준,"동원F&B, 나트륨 낮춘 '리챔'… 스팸 아성 도전",https://www.newsis.com/view/NISX20240314_0002660985,2024-03-14
리챔 오믈레햄 340g,브랜드 누적,~2024년,매출 1.5조 / 판매 7억캔,,리챔 브랜드 누적 매출/판매량,동원F&B '리챔 더블라이트' 관련 기사,https://www.topdaily.kr/articles/100183,2024-11-28
소화가 잘되는 우유로 만든 카페라떼 250mL,판매량(누적),출시 2개월(~2025-04),300만,개,"덴마크 라떼, 출시 두 달 만에 300만개","덴마크 라떼, 출시 두 달 만에 300만개",https://www.foodnews.co.kr/news/articleView.html?idxno=113009,2025-04-28
소화가 잘되는 우유로 만든 카페라떼 250mL,시장규모(락토프리 우유),2019→2023/2024,약 300→약 870,억원,국내 락토프리 우유 시장 성장(닐슨 데이터 인용),매일유업 '소화가 잘되는 우유' 누적 판매 8억개 돌파 기사,https://www.foodicon.co.kr/news/articleView.html?idxno=25222,2024-04-29
소화가 잘되는 우유로 만든 바닐라라떼 250mL,판매량(누적),출시 2개월(~2025-04),300만,개,"덴마크 라떼, 출시 두 달 만에 300만개","덴마크 라떼, 출시 두 달 만에 300만개",https://www.foodnews.co.kr/news/articleView.html?idxno=113009,2025-04-28
소화가 잘되는 우유로 만든 바닐라라떼 250mL,시장규모(락토프리 우유),2019→2023/2024,약 300→약 870,억원,국내 락토프리 우유 시장 성장(닐슨 데이터 인용),매일유업 '소화가 잘되는 우유' 누적 판매 8억개 돌파 기사,https://www.foodicon.co.kr/news/articleView.html?idxno=25222,2024-04-29
동원맛참 고소참기름 135g,브랜드(동원참치) 판매량,연간,2억+,캔,동원참치 브랜드의 연간 판매량(맥락용 참고치),76억캔 팔린 동원참치… 한 해 2억 캔 이상,https://www.etoday.co.kr/news/view/2412851,2024-10-31
동원맛참 고소참기름 90g,브랜드(동원참치) 판매량,연간,2억+,캔,동원참치 브랜드의 연간 판매량(맥락용 참고치),76억캔 팔린 동원참치… 한 해 2억 캔 이상,https://www.etoday.co.kr/news/view/2412851,2024-10-31
동원맛참 매콤참기름 135g,브랜드(동원참치) 판매량,연간,2억+,캔,동원참치 브랜드의 연간 판매량(맥락용 참고치),76억캔 팔린 동원참치… 한 해 2억 캔 이상,https://www.etoday.co.kr/news/view/2412851,2024-10-31
동원맛참 매콤참기름 90g,브랜드(동원참치) 판매량,연간,2억+,캔,동원참치 브랜드의 연간 판매량(맥락용 참고치),76억캔 팔린 동원참치… 한 해 2억 캔 이상,https://www.etoday.co.kr/news/view/2412851,2024-10-31
동원맛참 고소참기름 135g,seasonality_multiplier,2024-07,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 135g,seasonality_multiplier,2024-08,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 135g,seasonality_multiplier,2024-09,1.85,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 135g,seasonality_multiplier,2024-10,0.9,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 135g,seasonality_multiplier,2024-11,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 135g,seasonality_multiplier,2024-12,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 135g,seasonality_multiplier,2025-01,1.85,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 135g,seasonality_multiplier,2025-02,0.9,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 135g,seasonality_multiplier,2025-03,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 135g,seasonality_multiplier,2025-04,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 135g,seasonality_multiplier,2025-05,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 135g,seasonality_multiplier,2025-06,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 90g,seasonality_multiplier,2024-07,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 90g,seasonality_multiplier,2024-08,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 90g,seasonality_multiplier,2024-09,1.85,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 90g,seasonality_multiplier,2024-10,0.9,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 90g,seasonality_multiplier,2024-11,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 90g,seasonality_multiplier,2024-12,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 90g,seasonality_multiplier,2025-01,1.85,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 90g,seasonality_multiplier,2025-02,0.9,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 90g,seasonality_multiplier,2025-03,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 90g,seasonality_multiplier,2025-04,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 90g,seasonality_multiplier,2025-05,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 고소참기름 90g,seasonality_multiplier,2025-06,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 135g,seasonality_multiplier,2024-07,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 135g,seasonality_multiplier,2024-08,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 135g,seasonality_multiplier,2024-09,1.85,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 135g,seasonality_multiplier,2024-10,0.9,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 135g,seasonality_multiplier,2024-11,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 135g,seasonality_multiplier,2024-12,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 135g,seasonality_multiplier,2025-01,1.85,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 135g,seasonality_multiplier,2025-02,0.9,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 135g,seasonality_multiplier,2025-03,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 135g,seasonality_multiplier,2025-04,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 135g,seasonality_multiplier,2025-05,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 135g,seasonality_multiplier,2025-06,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 90g,seasonality_multiplier,2024-07,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 90g,seasonality_multiplier,2024-08,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 90g,seasonality_multiplier,2024-09,1.85,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 90g,seasonality_multiplier,2024-10,0.9,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 90g,seasonality_multiplier,2024-11,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 90g,seasonality_multiplier,2024-12,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 90g,seasonality_multiplier,2025-01,1.85,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 90g,seasonality_multiplier,2025-02,0.9,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 90g,seasonality_multiplier,2025-03,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 90g,seasonality_multiplier,2025-04,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 90g,seasonality_multiplier,2025-05,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원맛참 매콤참기름 90g,seasonality_multiplier,2025-06,1.0,x,"명절 가중치(맛참): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 500g,seasonality_multiplier,2024-07,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 500g,seasonality_multiplier,2024-08,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 500g,seasonality_multiplier,2024-09,1.25,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 500g,seasonality_multiplier,2024-10,0.925,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 500g,seasonality_multiplier,2024-11,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 500g,seasonality_multiplier,2024-12,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 500g,seasonality_multiplier,2025-01,1.25,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 500g,seasonality_multiplier,2025-02,0.925,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 500g,seasonality_multiplier,2025-03,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 500g,seasonality_multiplier,2025-04,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 500g,seasonality_multiplier,2025-05,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 500g,seasonality_multiplier,2025-06,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 900g,seasonality_multiplier,2024-07,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 900g,seasonality_multiplier,2024-08,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 900g,seasonality_multiplier,2024-09,1.25,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 900g,seasonality_multiplier,2024-10,0.925,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 900g,seasonality_multiplier,2024-11,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 900g,seasonality_multiplier,2024-12,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 900g,seasonality_multiplier,2025-01,1.25,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 900g,seasonality_multiplier,2025-02,0.925,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 900g,seasonality_multiplier,2025-03,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 900g,seasonality_multiplier,2025-04,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 900g,seasonality_multiplier,2025-05,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 순 900g,seasonality_multiplier,2025-06,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 500g,seasonality_multiplier,2024-07,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 500g,seasonality_multiplier,2024-08,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 500g,seasonality_multiplier,2024-09,1.25,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 500g,seasonality_multiplier,2024-10,0.925,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 500g,seasonality_multiplier,2024-11,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 500g,seasonality_multiplier,2024-12,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 500g,seasonality_multiplier,2025-01,1.25,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 500g,seasonality_multiplier,2025-02,0.925,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 500g,seasonality_multiplier,2025-03,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 500g,seasonality_multiplier,2025-04,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 500g,seasonality_multiplier,2025-05,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 500g,seasonality_multiplier,2025-06,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 900g,seasonality_multiplier,2024-07,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 900g,seasonality_multiplier,2024-08,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 900g,seasonality_multiplier,2024-09,1.25,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 900g,seasonality_multiplier,2024-10,0.925,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 900g,seasonality_multiplier,2024-11,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 900g,seasonality_multiplier,2024-12,1.0,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 900g,seasonality_multiplier,2025-01,1.25,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
동원참치액 진 900g,seasonality_multiplier,2025-02,0.925,x,"명절 가중치(참치액): 추석/설 피크, 직후 월 보정",명절 가중치(모델 적용: 업계/보도 근거 기반),,2025-08-14
